number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
231,MERGED,2016-10-18T02:59:48Z,2016-10-18T13:10:41Z,2016-10-18T13:10:41Z,Filter Media into separate categories,"The Media category was becoming too vague and too cluttered with items that fell into other, already existing, categories. By breaking up this category, we are able to allow viewers to quickly find what they need, instead of making them search the category they want and then have to double-check the ""catch-all"" basin that was Media.
These changes should cover issue #127.",1,45,36,{'totalCount': 3},{'totalCount': 2},{'totalCount': 2},"{'owner': 'public-apis', 'name': 'public-apis'}",10.18138888888889
238,MERGED,2016-11-07T09:35:08Z,2016-11-08T17:57:20Z,2016-11-08T17:57:20Z,News Tab Created NYTimes API added,"Hey, I have added News Tab. I will further contribute more. It will be a good gesture if you accept my pull request. Thanks",1,7,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",32.37
259,CLOSED,2016-12-29T08:59:31Z,,2017-06-05T02:34:07Z,[WIP] JSON,"Working towards #203

Firstly, we have to start the long and tedious process of converting the README.md file to a JSON list. I've completed two categories, but I wanted to get feedback on the format I've used.
I've also used gulp and gulp-jsonlint because this can become part of the CI process for new contributions.",5,1327,0,{'totalCount': 14},{'totalCount': 5},{'totalCount': 2},"{'owner': 'public-apis', 'name': 'public-apis'}",3785.576666666667
294,MERGED,2017-03-02T17:41:31Z,2017-03-03T18:00:30Z,2017-03-03T18:00:30Z,Update contributing guide,,1,2,0,{'totalCount': 2},{'totalCount': 2},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",24.316388888888888
321,MERGED,2017-03-30T14:10:14Z,2017-04-01T19:39:35Z,2017-04-01T19:39:35Z,Discord API isn't only for bots,,1,3,3,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",53.48916666666667
342,MERGED,2017-04-18T17:44:35Z,2017-04-27T07:49:13Z,2017-04-27T07:49:13Z,Parcel tracking,I've added the parcel tracking category and the parcel service tracking api for Sweden. Maybe this is of interest for someone...,1,7,0,{'totalCount': 9},{'totalCount': 4},{'totalCount': 2},"{'owner': 'public-apis', 'name': 'public-apis'}",206.07722222222222
345,MERGED,2017-04-20T02:11:23Z,2017-04-20T14:51:51Z,2017-04-20T14:51:51Z,Added air quality data in the environment section,Added airvisual API that can be used to fetch air quality data in the environment section of the curated list of public API-s.,1,3,0,{'totalCount': 3},{'totalCount': 2},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",12.674444444444445
362,MERGED,2017-05-25T15:55:49Z,2017-06-03T16:25:26Z,2017-06-03T16:25:26Z,Use CI to generate JSON for all API entries,"So, picking up where PR #259 left off, I wanted to find a way to generate beautifully parsable JSON from our Markdown tables. I worked out a Node.js script that will parse through all the various tables and build a JSON object from all the tables. In the deploy script, I create both a minified and unminified version of the JSON. The last little piece of this is setting up Travis to create these JSON files on master builds and push them up to GitHub afterwards. Would love to hear some thoughts on this :)",7,2382,79,{'totalCount': 4},{'totalCount': 2},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",216.4936111111111
368,MERGED,2017-06-03T16:29:46Z,2017-07-03T03:55:22Z,2017-07-03T03:55:22Z,Bring JSON generation into master branch,Continuing where PR #362 left off.,7,2453,79,{'totalCount': 7},{'totalCount': 4},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",707.4266666666666
384,CLOSED,2017-07-05T06:19:14Z,,2017-08-02T17:35:53Z,Jekyll site with search feature,"Simple site with the ability to search.  I leaned heavily on http://2factorauth.org to integrate the search feature.  There's a pre-commit webhook to take the latest json file from /json and copy it to the /docs/_data directory.  That should keep the site in sync with the json generated off the README file. Once merged in, you'd have to change the settings to build from the /docs folder.
You can demo at http://ryankuhn.net/public-apis
Before merging into the master branch, update the repo link in /docs/_includes/header.html.  Also, would recommend adding a link to the site on the README file.",12,2565,0,{'totalCount': 15},{'totalCount': 4},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",683.2775
385,MERGED,2017-07-10T05:50:06Z,2017-07-10T15:08:52Z,2017-07-10T15:08:52Z,Add Format Validation to CI,"So, right now the CI for this project tests every link in the README to make sure that it's living. This is great for removing dead links over time, but can cause a real headache for users who open a pull request only to see their changes ""break"" the build, when 99.9% of the time it is someone else's link that is causing the failure.
Therefore, in the spirit of alleviating this headache, I have written a simple format validator that will run on pull requests. This validation checks for valid auth values, markdown link syntax, and a few other goodies.
I plan to add more checks to this soon, but my plan is to merge in the CI changes quickly to stop having pull requests fail for no good reason - and to give maintainers a break from having to point out simple fixes :)",4,73,4,{'totalCount': 1},{'totalCount': 2},{'totalCount': 2},"{'owner': 'public-apis', 'name': 'public-apis'}",9.312777777777777
407,MERGED,2017-07-26T19:26:46Z,2017-08-06T02:06:48Z,2017-08-06T02:06:48Z,"Stormpath is closing, joined forces with okta.com",Stormpath is closing it's API on 17th August 2017 as it has joined forces with okta.dom - replaced Stormpath entry with Okta,3,10,10,{'totalCount': 6},{'totalCount': 4},{'totalCount': 2},"{'owner': 'public-apis', 'name': 'public-apis'}",246.66722222222222
418,MERGED,2017-07-27T19:05:28Z,2017-07-28T14:34:21Z,2017-07-28T14:34:21Z,Updated APIs list with ADS-B flight data API,"I have added the API provided by the ADS-B Exchange, giving access to both real-time and historical information for flying aircraft. The API is available at the ADS-B exchange website, free of charge for non-commercial use.
I did not feel that any available categories aligned with the services offered through this API.
For the ""Vehicles"" category, though yes, airplanes are vehicles, this API is not offering a service to learn more about specific vehicles or get more information regarding a certain aircraft model.
For the ""Transportation"" category, the existing services listed all relate to transportation readily available to passengers, such as those related to personal travel. This API details information for all kinds of aircraft, including military and private training aircraft.",1,1,0,{'totalCount': 4},{'totalCount': 4},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",19.48138888888889
421,CLOSED,2017-07-27T23:57:29Z,,2018-01-14T17:53:31Z,Build changes,,1,90,76,{'totalCount': 4},{'totalCount': 3},{'totalCount': 3},"{'owner': 'public-apis', 'name': 'public-apis'}",4097.933888888889
442,MERGED,2017-08-04T05:13:47Z,2017-08-04T16:55:46Z,2017-08-04T16:55:46Z,Add wikidata link,"Wikidata is a collaboratively edited knowledge base operated by the
Wikimedia Foundation.
Kind of surprise, one of the largest collaboratively edited database that is always free to use is not available here :D",1,2,1,{'totalCount': 8},{'totalCount': 4},{'totalCount': 2},"{'owner': 'public-apis', 'name': 'public-apis'}",11.699722222222222
446,MERGED,2017-08-05T21:01:01Z,2017-08-07T08:32:33Z,2017-08-07T08:32:33Z,Rename Data Access to Open Data,Closes #443,1,33,33,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'public-apis', 'name': 'public-apis'}",35.525555555555556
